Fact_ID,State,Year,Population,FK_Substance_Group,FK_User_Type,Population_Totals,Population_Rates,FK_Age_Group
53346,North Dakota,2008,48559,Illicit_Drugs_Cocaine,Used Past Year,1,10.491,12_17
53347,Ohio,2008,939669,Illicit_Drugs_Cocaine,Used Past Year,10,10.244,12_17
53348,Oklahoma,2008,293240,Illicit_Drugs_Cocaine,Used Past Year,3,11.389,12_17
53349,Oregon,2008,292301,Illicit_Drugs_Cocaine,Used Past Year,4,12.327,12_17
53350,Pennsylvania,2008,980441,Illicit_Drugs_Cocaine,Used Past Year,11,10.849,12_17
53351,Rhode Island,2008,81128,Illicit_Drugs_Cocaine,Used Past Year,1,12.796,12_17
53352,South Carolina,2008,356186,Illicit_Drugs_Cocaine,Used Past Year,3,8.335,12_17
53353,South Dakota,2008,64983,Illicit_Drugs_Cocaine,Used Past Year,1,9.518,12_17
53354,Tennessee,2008,494043,Illicit_Drugs_Cocaine,Used Past Year,5,9.327,12_17
53355,Texas,2008,2113980,Illicit_Drugs_Cocaine,Used Past Year,25,11.597,12_17
53356,Utah,2008,252460,Illicit_Drugs_Cocaine,Used Past Year,3,11.627,12_17
53357,Vermont,2008,47705,Illicit_Drugs_Cocaine,Used Past Year,1,12.247,12_17
53358,Virginia,2008,604833,Illicit_Drugs_Cocaine,Used Past Year,6,10.241,12_17
53359,Washington,2008,522369,Illicit_Drugs_Cocaine,Used Past Year,6,12.003,12_17
53360,West Virginia,2008,132189,Illicit_Drugs_Cocaine,Used Past Year,1,10.502,12_17
53361,Wisconsin,2008,450304,Illicit_Drugs_Cocaine,Used Past Year,5,11.895,12_17
53362,Wyoming,2008,42168,Illicit_Drugs_Cocaine,Used Past Year,0,11.269,12_17
53363,Alabama,2009,375942,Illicit_Drugs_Cocaine,Used Past Year,3,6.722,12_17
53364,Alaska,2009,58753,Illicit_Drugs_Cocaine,Used Past Year,1,8.82,12_17
53365,Arizona,2009,538672,Illicit_Drugs_Cocaine,Used Past Year,6,11.118,12_17
53366,Arkansas,2009,231881,Illicit_Drugs_Cocaine,Used Past Year,2,8.511,12_17
53367,California,2009,3101979,Illicit_Drugs_Cocaine,Used Past Year,40,12.775,12_17
53368,Colorado,2009,381533,Illicit_Drugs_Cocaine,Used Past Year,4,11.5,12_17
53369,Connecticut,2009,283906,Illicit_Drugs_Cocaine,Used Past Year,3,10.376,12_17
53370,Delaware,2009,67805,Illicit_Drugs_Cocaine,Used Past Year,1,8.683,12_17
53371,District of Columbia,2009,34683,Illicit_Drugs_Cocaine,Used Past Year,0,3.803,12_17
53372,Florida,2009,1336737,Illicit_Drugs_Cocaine,Used Past Year,12,8.769,12_17
53373,Georgia,2009,820145,Illicit_Drugs_Cocaine,Used Past Year,6,6.837,12_17
53374,Hawaii,2009,91104,Illicit_Drugs_Cocaine,Used Past Year,1,8.722,12_17
53375,Idaho,2009,131965,Illicit_Drugs_Cocaine,Used Past Year,1,10.319,12_17
53376,Illinois,2009,1053276,Illicit_Drugs_Cocaine,Used Past Year,9,8.586,12_17
53377,Indiana,2009,525525,Illicit_Drugs_Cocaine,Used Past Year,5,8.991,12_17
53378,Iowa,2009,236022,Illicit_Drugs_Cocaine,Used Past Year,3,11.157,12_17
53379,Kansas,2009,226545,Illicit_Drugs_Cocaine,Used Past Year,2,10.7,12_17
53380,Kentucky,2009,334420,Illicit_Drugs_Cocaine,Used Past Year,4,10.498,12_17
53381,Louisiana,2009,367519,Illicit_Drugs_Cocaine,Used Past Year,3,7.203,12_17
53382,Maine,2009,96374,Illicit_Drugs_Cocaine,Used Past Year,1,10.515,12_17
53383,Maryland,2009,452038,Illicit_Drugs_Cocaine,Used Past Year,4,8.03,12_17
53384,Massachusetts,2009,494016,Illicit_Drugs_Cocaine,Used Past Year,5,9.906,12_17
53385,Michigan,2009,822105,Illicit_Drugs_Cocaine,Used Past Year,7,8.635,12_17
53386,Minnesota,2009,413410,Illicit_Drugs_Cocaine,Used Past Year,4,9.056,12_17
53387,Mississippi,2009,248816,Illicit_Drugs_Cocaine,Used Past Year,2,6.103,12_17
53388,Missouri,2009,476436,Illicit_Drugs_Cocaine,Used Past Year,4,9.207,12_17
53389,Montana,2009,73735,Illicit_Drugs_Cocaine,Used Past Year,1,10.31,12_17
53390,Nebraska,2009,142549,Illicit_Drugs_Cocaine,Used Past Year,1,10.159,12_17
53391,Nevada,2009,212438,Illicit_Drugs_Cocaine,Used Past Year,2,10.551,12_17
53392,New Hampshire,2009,103281,Illicit_Drugs_Cocaine,Used Past Year,1,10.756,12_17
53393,New Jersey,2009,695052,Illicit_Drugs_Cocaine,Used Past Year,6,9.274,12_17
53394,New Mexico,2009,161555,Illicit_Drugs_Cocaine,Used Past Year,2,12.926,12_17
53395,New York,2009,1509858,Illicit_Drugs_Cocaine,Used Past Year,15,9.658,12_17
53396,North Carolina,2009,723670,Illicit_Drugs_Cocaine,Used Past Year,6,8.334,12_17
53397,North Dakota,2009,47211,Illicit_Drugs_Cocaine,Used Past Year,0,9.972,12_17
53398,Ohio,2009,924820,Illicit_Drugs_Cocaine,Used Past Year,9,9.554,12_17
53399,Oklahoma,2009,292084,Illicit_Drugs_Cocaine,Used Past Year,3,10.462,12_17
53400,Oregon,2009,288096,Illicit_Drugs_Cocaine,Used Past Year,4,12.38,12_17
53401,Pennsylvania,2009,962444,Illicit_Drugs_Cocaine,Used Past Year,8,8.81,12_17
53402,Rhode Island,2009,79655,Illicit_Drugs_Cocaine,Used Past Year,1,10.689,12_17
53403,South Carolina,2009,352096,Illicit_Drugs_Cocaine,Used Past Year,2,6.775,12_17
53404,South Dakota,2009,63682,Illicit_Drugs_Cocaine,Used Past Year,1,8.771,12_17
53405,Tennessee,2009,491069,Illicit_Drugs_Cocaine,Used Past Year,4,9.075,12_17
53406,Texas,2009,2125058,Illicit_Drugs_Cocaine,Used Past Year,24,11.281,12_17
53407,Utah,2009,254680,Illicit_Drugs_Cocaine,Used Past Year,3,10.79,12_17
53408,Vermont,2009,45631,Illicit_Drugs_Cocaine,Used Past Year,1,12.201,12_17
53409,Virginia,2009,598313,Illicit_Drugs_Cocaine,Used Past Year,5,8.49,12_17
53410,Washington,2009,516464,Illicit_Drugs_Cocaine,Used Past Year,5,10.548,12_17
53411,West Virginia,2009,130503,Illicit_Drugs_Cocaine,Used Past Year,1,9.465,12_17
53412,Wisconsin,2009,440921,Illicit_Drugs_Cocaine,Used Past Year,4,10.045,12_17
53413,Wyoming,2009,41288,Illicit_Drugs_Cocaine,Used Past Year,0,9.923,12_17
53414,Alabama,2010,386718,Illicit_Drugs_Cocaine,Used Past Year,3,6.677,12_17
53415,Alaska,2010,61192,Illicit_Drugs_Cocaine,Used Past Year,1,8.866,12_17
53416,Arizona,2010,535234,Illicit_Drugs_Cocaine,Used Past Year,5,10.239,12_17
53417,Arkansas,2010,234810,Illicit_Drugs_Cocaine,Used Past Year,2,8.564,12_17
53418,California,2010,3195149,Illicit_Drugs_Cocaine,Used Past Year,42,13.138,12_17
53419,Colorado,2010,395318,Illicit_Drugs_Cocaine,Used Past Year,5,11.871,12_17
53420,Connecticut,2010,293487,Illicit_Drugs_Cocaine,Used Past Year,3,9.611,12_17
53421,Delaware,2010,69567,Illicit_Drugs_Cocaine,Used Past Year,1,8.543,12_17
53422,District of Columbia,2010,31644,Illicit_Drugs_Cocaine,Used Past Year,0,3.167,12_17
53423,Florida,2010,1383191,Illicit_Drugs_Cocaine,Used Past Year,12,8.33,12_17
53424,Georgia,2010,821577,Illicit_Drugs_Cocaine,Used Past Year,5,6.148,12_17
53425,Hawaii,2010,99395,Illicit_Drugs_Cocaine,Used Past Year,1,8.201,12_17
53426,Idaho,2010,137928,Illicit_Drugs_Cocaine,Used Past Year,1,8.391,12_17
53427,Illinois,2010,1069760,Illicit_Drugs_Cocaine,Used Past Year,10,9.02,12_17
53428,Indiana,2010,540996,Illicit_Drugs_Cocaine,Used Past Year,4,7.764,12_17
53429,Iowa,2010,241547,Illicit_Drugs_Cocaine,Used Past Year,2,8.88,12_17
53430,Kansas,2010,235977,Illicit_Drugs_Cocaine,Used Past Year,2,10.001,12_17
53431,Kentucky,2010,340083,Illicit_Drugs_Cocaine,Used Past Year,3,8.733,12_17
53432,Louisiana,2010,368184,Illicit_Drugs_Cocaine,Used Past Year,2,6.597,12_17
53433,Maine,2010,98025,Illicit_Drugs_Cocaine,Used Past Year,1,9.414,12_17
53434,Maryland,2010,464119,Illicit_Drugs_Cocaine,Used Past Year,3,6.39,12_17
53435,Massachusetts,2010,498579,Illicit_Drugs_Cocaine,Used Past Year,5,10.236,12_17
53436,Michigan,2010,826549,Illicit_Drugs_Cocaine,Used Past Year,7,9.041,12_17
53437,Minnesota,2010,426996,Illicit_Drugs_Cocaine,Used Past Year,3,7.879,12_17
53438,Mississippi,2010,249977,Illicit_Drugs_Cocaine,Used Past Year,2,6.827,12_17
53439,Missouri,2010,478541,Illicit_Drugs_Cocaine,Used Past Year,4,8.873,12_17
53440,Montana,2010,74688,Illicit_Drugs_Cocaine,Used Past Year,1,10.591,12_17
53441,Nebraska,2010,146828,Illicit_Drugs_Cocaine,Used Past Year,1,9.84,12_17
53442,Nevada,2010,219015,Illicit_Drugs_Cocaine,Used Past Year,2,11.094,12_17
53443,New Hampshire,2010,104712,Illicit_Drugs_Cocaine,Used Past Year,1,10.196,12_17
53444,New Jersey,2010,717188,Illicit_Drugs_Cocaine,Used Past Year,6,8.816,12_17
53445,New Mexico,2010,170679,Illicit_Drugs_Cocaine,Used Past Year,2,13.751,12_17
53446,New York,2010,1497645,Illicit_Drugs_Cocaine,Used Past Year,12,8.258,12_17
53447,North Carolina,2010,752637,Illicit_Drugs_Cocaine,Used Past Year,7,8.83,12_17
53448,North Dakota,2010,49024,Illicit_Drugs_Cocaine,Used Past Year,0,7.4,12_17
53449,Ohio,2010,938484,Illicit_Drugs_Cocaine,Used Past Year,8,8.306,12_17
53450,Oklahoma,2010,301684,Illicit_Drugs_Cocaine,Used Past Year,3,9.106,12_17
53451,Oregon,2010,291949,Illicit_Drugs_Cocaine,Used Past Year,4,12.412,12_17
53452,Pennsylvania,2010,977609,Illicit_Drugs_Cocaine,Used Past Year,8,7.979,12_17
53453,Rhode Island,2010,79365,Illicit_Drugs_Cocaine,Used Past Year,1,9.914,12_17
53454,South Carolina,2010,356898,Illicit_Drugs_Cocaine,Used Past Year,2,6.71,12_17
53455,South Dakota,2010,64595,Illicit_Drugs_Cocaine,Used Past Year,1,8.017,12_17
53456,Tennessee,2010,502882,Illicit_Drugs_Cocaine,Used Past Year,4,8.02,12_17
53457,Texas,2010,2243713,Illicit_Drugs_Cocaine,Used Past Year,26,11.561,12_17
53458,Utah,2010,262463,Illicit_Drugs_Cocaine,Used Past Year,2,9.231,12_17
53459,Vermont,2010,46814,Illicit_Drugs_Cocaine,Used Past Year,1,12.769,12_17
53460,Virginia,2010,620009,Illicit_Drugs_Cocaine,Used Past Year,5,7.891,12_17
53461,Washington,2010,531313,Illicit_Drugs_Cocaine,Used Past Year,5,10.116,12_17
53462,West Virginia,2010,131816,Illicit_Drugs_Cocaine,Used Past Year,1,10.672,12_17
53463,Wisconsin,2010,455693,Illicit_Drugs_Cocaine,Used Past Year,4,8.804,12_17
53464,Wyoming,2010,42751,Illicit_Drugs_Cocaine,Used Past Year,0,8.336,12_17
53465,Alabama,2011,385060,Illicit_Drugs_Cocaine,Used Past Year,3,6.692,12_17
53466,Alaska,2011,60614,Illicit_Drugs_Cocaine,Used Past Year,1,8.824,12_17
53467,Arizona,2011,537268,Illicit_Drugs_Cocaine,Used Past Year,5,9.982,12_17
53468,Arkansas,2011,235330,Illicit_Drugs_Cocaine,Used Past Year,2,7.373,12_17
53469,California,2011,3156459,Illicit_Drugs_Cocaine,Used Past Year,34,10.839,12_17
53470,Colorado,2011,397449,Illicit_Drugs_Cocaine,Used Past Year,4,10.894,12_17
53471,Connecticut,2011,290956,Illicit_Drugs_Cocaine,Used Past Year,2,8.483,12_17
53472,Delaware,2011,69055,Illicit_Drugs_Cocaine,Used Past Year,1,7.44,12_17
53473,District of Columbia,2011,31373,Illicit_Drugs_Cocaine,Used Past Year,0,3.355,12_17
53474,Florida,2011,1381693,Illicit_Drugs_Cocaine,Used Past Year,9,6.551,12_17
53475,Georgia,2011,824731,Illicit_Drugs_Cocaine,Used Past Year,5,6.383,12_17
53476,Hawaii,2011,97800,Illicit_Drugs_Cocaine,Used Past Year,1,7.43,12_17
53477,Idaho,2011,139014,Illicit_Drugs_Cocaine,Used Past Year,1,6.92,12_17
53478,Illinois,2011,1057464,Illicit_Drugs_Cocaine,Used Past Year,8,7.413,12_17
53479,Indiana,2011,540292,Illicit_Drugs_Cocaine,Used Past Year,4,7.619,12_17
53480,Iowa,2011,241228,Illicit_Drugs_Cocaine,Used Past Year,2,6.384,12_17
53481,Kansas,2011,236049,Illicit_Drugs_Cocaine,Used Past Year,2,7.413,12_17
53482,Kentucky,2011,339685,Illicit_Drugs_Cocaine,Used Past Year,3,7.773,12_17
53483,Louisiana,2011,367339,Illicit_Drugs_Cocaine,Used Past Year,2,6.317,12_17
53484,Maine,2011,96430,Illicit_Drugs_Cocaine,Used Past Year,1,7.856,12_17
53485,Maryland,2011,459636,Illicit_Drugs_Cocaine,Used Past Year,3,5.697,12_17
53486,Massachusetts,2011,494412,Illicit_Drugs_Cocaine,Used Past Year,5,9.327,12_17
53487,Michigan,2011,814217,Illicit_Drugs_Cocaine,Used Past Year,6,7.859,12_17
53488,Minnesota,2011,424745,Illicit_Drugs_Cocaine,Used Past Year,3,6.263,12_17
53489,Mississippi,2011,248417,Illicit_Drugs_Cocaine,Used Past Year,2,7.122,12_17
53490,Missouri,2011,475157,Illicit_Drugs_Cocaine,Used Past Year,3,7.064,12_17
53491,Montana,2011,74042,Illicit_Drugs_Cocaine,Used Past Year,1,11.141,12_17
53492,Nebraska,2011,147027,Illicit_Drugs_Cocaine,Used Past Year,1,7.936,12_17
53493,Nevada,2011,219786,Illicit_Drugs_Cocaine,Used Past Year,2,9.16,12_17
53494,New Hampshire,2011,102838,Illicit_Drugs_Cocaine,Used Past Year,1,8.445,12_17
53495,New Jersey,2011,710612,Illicit_Drugs_Cocaine,Used Past Year,5,7.323,12_17
53496,New Mexico,2011,169342,Illicit_Drugs_Cocaine,Used Past Year,2,12.706,12_17
53497,New York,2011,1474700,Illicit_Drugs_Cocaine,Used Past Year,11,7.465,12_17
53498,North Carolina,2011,757390,Illicit_Drugs_Cocaine,Used Past Year,6,8.432,12_17
53499,North Dakota,2011,48873,Illicit_Drugs_Cocaine,Used Past Year,0,6.941,12_17
53500,Ohio,2011,929629,Illicit_Drugs_Cocaine,Used Past Year,6,5.956,12_17
53501,Oklahoma,2011,304074,Illicit_Drugs_Cocaine,Used Past Year,2,7.108,12_17
53502,Oregon,2011,291972,Illicit_Drugs_Cocaine,Used Past Year,3,10.511,12_17
53503,Pennsylvania,2011,964004,Illicit_Drugs_Cocaine,Used Past Year,6,6.109,12_17
53504,Rhode Island,2011,77839,Illicit_Drugs_Cocaine,Used Past Year,1,7.986,12_17
53505,South Carolina,2011,357301,Illicit_Drugs_Cocaine,Used Past Year,2,6.22,12_17
53506,South Dakota,2011,64463,Illicit_Drugs_Cocaine,Used Past Year,0,6.622,12_17
53507,Tennessee,2011,504106,Illicit_Drugs_Cocaine,Used Past Year,4,7.634,12_17
53508,Texas,2011,2265694,Illicit_Drugs_Cocaine,Used Past Year,25,11.205,12_17
53509,Utah,2011,268417,Illicit_Drugs_Cocaine,Used Past Year,2,7.427,12_17
53510,Vermont,2011,45855,Illicit_Drugs_Cocaine,Used Past Year,0,10.055,12_17
53511,Virginia,2011,618558,Illicit_Drugs_Cocaine,Used Past Year,4,6.352,12_17
53512,Washington,2011,528978,Illicit_Drugs_Cocaine,Used Past Year,4,7.846,12_17
53513,West Virginia,2011,131265,Illicit_Drugs_Cocaine,Used Past Year,1,10.074,12_17
53514,Wisconsin,2011,451821,Illicit_Drugs_Cocaine,Used Past Year,3,6.471,12_17
53515,Wyoming,2011,42890,Illicit_Drugs_Cocaine,Used Past Year,0,7.951,12_17
53516,Alabama,2012,383469,Illicit_Drugs_Cocaine,Used Past Year,2,4.637,12_17
53517,Alaska,2012,60264,Illicit_Drugs_Cocaine,Used Past Year,0,6.545,12_17
53518,Arizona,2012,540502,Illicit_Drugs_Cocaine,Used Past Year,6,11.34,12_17
53519,Arkansas,2012,236508,Illicit_Drugs_Cocaine,Used Past Year,1,5.45,12_17
53520,California,2012,3117442,Illicit_Drugs_Cocaine,Used Past Year,25,7.861,12_17
53521,Colorado,2012,402137,Illicit_Drugs_Cocaine,Used Past Year,4,8.844,12_17
53522,Connecticut,2012,288704,Illicit_Drugs_Cocaine,Used Past Year,2,6.035,12_17
53523,Delaware,2012,68333,Illicit_Drugs_Cocaine,Used Past Year,0,4.842,12_17
53524,District of Columbia,2012,30856,Illicit_Drugs_Cocaine,Used Past Year,0,3.289,12_17
53525,Florida,2012,1385416,Illicit_Drugs_Cocaine,Used Past Year,10,6.917,12_17
53526,Georgia,2012,831609,Illicit_Drugs_Cocaine,Used Past Year,4,5.397,12_17
53527,Hawaii,2012,97086,Illicit_Drugs_Cocaine,Used Past Year,1,6.588,12_17
53528,Idaho,2012,140843,Illicit_Drugs_Cocaine,Used Past Year,1,4.911,12_17
53529,Illinois,2012,1045769,Illicit_Drugs_Cocaine,Used Past Year,5,4.648,12_17
53530,Indiana,2012,541016,Illicit_Drugs_Cocaine,Used Past Year,3,5.712,12_17
53531,Iowa,2012,241811,Illicit_Drugs_Cocaine,Used Past Year,1,5.878,12_17
53532,Kansas,2012,237185,Illicit_Drugs_Cocaine,Used Past Year,1,5.802,12_17
53533,Kentucky,2012,339960,Illicit_Drugs_Cocaine,Used Past Year,2,5.896,12_17
53534,Louisiana,2012,367827,Illicit_Drugs_Cocaine,Used Past Year,2,5.987,12_17
53535,Maine,2012,94988,Illicit_Drugs_Cocaine,Used Past Year,1,5.762,12_17
53536,Maryland,2012,457152,Illicit_Drugs_Cocaine,Used Past Year,2,5.182,12_17
53537,Massachusetts,2012,491273,Illicit_Drugs_Cocaine,Used Past Year,4,7.42,12_17
53538,Michigan,2012,805764,Illicit_Drugs_Cocaine,Used Past Year,3,3.45,12_17
53539,Minnesota,2012,424639,Illicit_Drugs_Cocaine,Used Past Year,2,4.972,12_17
53540,Mississippi,2012,247257,Illicit_Drugs_Cocaine,Used Past Year,1,5.133,12_17
53541,Missouri,2012,472889,Illicit_Drugs_Cocaine,Used Past Year,2,4.219,12_17
53542,Montana,2012,73896,Illicit_Drugs_Cocaine,Used Past Year,1,7.783,12_17
53543,Nebraska,2012,148030,Illicit_Drugs_Cocaine,Used Past Year,1,5.244,12_17
53544,Nevada,2012,221167,Illicit_Drugs_Cocaine,Used Past Year,1,6.408,12_17
53545,New Hampshire,2012,101207,Illicit_Drugs_Cocaine,Used Past Year,1,8.204,12_17
53546,New Jersey,2012,706126,Illicit_Drugs_Cocaine,Used Past Year,5,6.505,12_17
53547,New Mexico,2012,168112,Illicit_Drugs_Cocaine,Used Past Year,2,9.548,12_17
53548,New York,2012,1456617,Illicit_Drugs_Cocaine,Used Past Year,9,6.087,12_17
53549,North Carolina,2012,764610,Illicit_Drugs_Cocaine,Used Past Year,5,6.765,12_17
53550,North Dakota,2012,49581,Illicit_Drugs_Cocaine,Used Past Year,0,6.469,12_17
53551,Ohio,2012,925827,Illicit_Drugs_Cocaine,Used Past Year,4,4.722,12_17
53552,Oklahoma,2012,306820,Illicit_Drugs_Cocaine,Used Past Year,1,4.339,12_17
53553,Oregon,2012,292050,Illicit_Drugs_Cocaine,Used Past Year,2,7.885,12_17
53554,Pennsylvania,2012,951880,Illicit_Drugs_Cocaine,Used Past Year,4,4.467,12_17
53555,Rhode Island,2012,76543,Illicit_Drugs_Cocaine,Used Past Year,0,5.445,12_17
53556,South Carolina,2012,359524,Illicit_Drugs_Cocaine,Used Past Year,2,4.918,12_17
53557,South Dakota,2012,64901,Illicit_Drugs_Cocaine,Used Past Year,0,5.007,12_17
53558,Tennessee,2012,505317,Illicit_Drugs_Cocaine,Used Past Year,3,6.11,12_17
53559,Texas,2012,2295567,Illicit_Drugs_Cocaine,Used Past Year,17,7.445,12_17
53560,Utah,2012,275660,Illicit_Drugs_Cocaine,Used Past Year,1,5.29,12_17
53561,Vermont,2012,45030,Illicit_Drugs_Cocaine,Used Past Year,0,8.245,12_17
53562,Virginia,2012,619956,Illicit_Drugs_Cocaine,Used Past Year,3,4.994,12_17
53563,Washington,2012,529852,Illicit_Drugs_Cocaine,Used Past Year,4,6.84,12_17
53564,West Virginia,2012,130671,Illicit_Drugs_Cocaine,Used Past Year,1,5.364,12_17
53565,Wisconsin,2012,449677,Illicit_Drugs_Cocaine,Used Past Year,2,4.854,12_17
53566,Wyoming,2012,43516,Illicit_Drugs_Cocaine,Used Past Year,0,6.173,12_17
53567,Alabama,2013,382134,Illicit_Drugs_Cocaine,Used Past Year,2,4.213,12_17
53568,Alaska,2013,59900,Illicit_Drugs_Cocaine,Used Past Year,0,5.099,12_17
53569,Arizona,2013,543484,Illicit_Drugs_Cocaine,Used Past Year,5,10.116,12_17
53570,Arkansas,2013,236666,Illicit_Drugs_Cocaine,Used Past Year,1,4.105,12_17
53571,California,2013,3080548,Illicit_Drugs_Cocaine,Used Past Year,28,8.933,12_17
53572,Colorado,2013,408429,Illicit_Drugs_Cocaine,Used Past Year,4,8.88,12_17
53573,Connecticut,2013,286281,Illicit_Drugs_Cocaine,Used Past Year,2,6.14,12_17
53574,Delaware,2013,67991,Illicit_Drugs_Cocaine,Used Past Year,0,4.938,12_17
53575,District of Columbia,2013,30551,Illicit_Drugs_Cocaine,Used Past Year,0,3.927,12_17
53576,Florida,2013,1390131,Illicit_Drugs_Cocaine,Used Past Year,10,7.315,12_17
53577,Georgia,2013,838199,Illicit_Drugs_Cocaine,Used Past Year,4,4.709,12_17
53578,Hawaii,2013,96971,Illicit_Drugs_Cocaine,Used Past Year,0,4.903,12_17
53579,Idaho,2013,142945,Illicit_Drugs_Cocaine,Used Past Year,1,4.356,12_17
53580,Illinois,2013,1033794,Illicit_Drugs_Cocaine,Used Past Year,6,5.378,12_17
53581,Indiana,2013,541174,Illicit_Drugs_Cocaine,Used Past Year,2,4.584,12_17
53582,Iowa,2013,242393,Illicit_Drugs_Cocaine,Used Past Year,1,4.953,12_17
53583,Kansas,2013,237609,Illicit_Drugs_Cocaine,Used Past Year,2,6.449,12_17
53584,Kentucky,2013,340101,Illicit_Drugs_Cocaine,Used Past Year,2,5.635,12_17
53585,Louisiana,2013,367862,Illicit_Drugs_Cocaine,Used Past Year,2,4.807,12_17
53586,Maine,2013,93811,Illicit_Drugs_Cocaine,Used Past Year,0,5.087,12_17
53587,Maryland,2013,455684,Illicit_Drugs_Cocaine,Used Past Year,2,4.003,12_17
53588,Massachusetts,2013,488765,Illicit_Drugs_Cocaine,Used Past Year,3,6.526,12_17
53589,Michigan,2013,797647,Illicit_Drugs_Cocaine,Used Past Year,3,3.305,12_17
53590,Minnesota,2013,425247,Illicit_Drugs_Cocaine,Used Past Year,2,4.621,12_17
53591,Mississippi,2013,245600,Illicit_Drugs_Cocaine,Used Past Year,1,3.273,12_17
53592,Missouri,2013,470976,Illicit_Drugs_Cocaine,Used Past Year,2,3.986,12_17
53593,Montana,2013,74121,Illicit_Drugs_Cocaine,Used Past Year,0,4.888,12_17
53594,Nebraska,2013,149327,Illicit_Drugs_Cocaine,Used Past Year,1,4.517,12_17
53595,Nevada,2013,221704,Illicit_Drugs_Cocaine,Used Past Year,2,6.864,12_17
53596,New Hampshire,2013,99717,Illicit_Drugs_Cocaine,Used Past Year,1,8.391,12_17
53597,New Jersey,2013,701644,Illicit_Drugs_Cocaine,Used Past Year,3,4.713,12_17
53598,New Mexico,2013,166639,Illicit_Drugs_Cocaine,Used Past Year,1,8.385,12_17
53599,New York,2013,1440280,Illicit_Drugs_Cocaine,Used Past Year,10,7.108,12_17
53600,North Carolina,2013,771607,Illicit_Drugs_Cocaine,Used Past Year,4,5.141,12_17
53601,North Dakota,2013,50733,Illicit_Drugs_Cocaine,Used Past Year,0,4.665,12_17
53602,Ohio,2013,922292,Illicit_Drugs_Cocaine,Used Past Year,4,4.47,12_17
53603,Oklahoma,2013,309426,Illicit_Drugs_Cocaine,Used Past Year,1,3.735,12_17
53604,Oregon,2013,291323,Illicit_Drugs_Cocaine,Used Past Year,2,8.533,12_17
53605,Pennsylvania,2013,941238,Illicit_Drugs_Cocaine,Used Past Year,5,4.842,12_17
53606,Rhode Island,2013,75717,Illicit_Drugs_Cocaine,Used Past Year,0,5.685,12_17
53607,South Carolina,2013,362044,Illicit_Drugs_Cocaine,Used Past Year,1,3.829,12_17
53608,South Dakota,2013,65627,Illicit_Drugs_Cocaine,Used Past Year,0,3.861,12_17
53609,Tennessee,2013,506479,Illicit_Drugs_Cocaine,Used Past Year,2,4.17,12_17
53610,Texas,2013,2327085,Illicit_Drugs_Cocaine,Used Past Year,14,5.831,12_17
53611,Utah,2013,282277,Illicit_Drugs_Cocaine,Used Past Year,1,3.595,12_17
53612,Vermont,2013,44408,Illicit_Drugs_Cocaine,Used Past Year,0,7.838,12_17
53613,Virginia,2013,622264,Illicit_Drugs_Cocaine,Used Past Year,3,5.125,12_17
53614,Washington,2013,530795,Illicit_Drugs_Cocaine,Used Past Year,4,7.262,12_17
53615,West Virginia,2013,129873,Illicit_Drugs_Cocaine,Used Past Year,1,4.481,12_17
53616,Wisconsin,2013,448046,Illicit_Drugs_Cocaine,Used Past Year,3,7.527,12_17
53617,Wyoming,2013,44128,Illicit_Drugs_Cocaine,Used Past Year,0,5.791,12_17
53618,Alabama,2014,380801,Illicit_Drugs_Cocaine,Used Past Year,2,4.102,12_17
53619,Alaska,2014,59194,Illicit_Drugs_Cocaine,Used Past Year,0,6.543,12_17
53620,Arizona,2014,546470,Illicit_Drugs_Cocaine,Used Past Year,5,8.493,12_17
53621,Arkansas,2014,236359,Illicit_Drugs_Cocaine,Used Past Year,1,4.815,12_17
53622,California,2014,3054845,Illicit_Drugs_Cocaine,Used Past Year,29,9.431,12_17
53623,Colorado,2014,415441,Illicit_Drugs_Cocaine,Used Past Year,4,9.786,12_17
53624,Connecticut,2014,283053,Illicit_Drugs_Cocaine,Used Past Year,2,6.675,12_17
53625,Delaware,2014,68597,Illicit_Drugs_Cocaine,Used Past Year,0,5.59,12_17
53626,District of Columbia,2014,30707,Illicit_Drugs_Cocaine,Used Past Year,0,3.447,12_17
53627,Florida,2014,1399768,Illicit_Drugs_Cocaine,Used Past Year,9,6.475,12_17
53628,Georgia,2014,846476,Illicit_Drugs_Cocaine,Used Past Year,4,5.136,12_17
53629,Hawaii,2014,96910,Illicit_Drugs_Cocaine,Used Past Year,1,7.631,12_17
53630,Idaho,2014,144818,Illicit_Drugs_Cocaine,Used Past Year,1,5.694,12_17
53631,Illinois,2014,1023238,Illicit_Drugs_Cocaine,Used Past Year,6,6.023,12_17
53632,Indiana,2014,540670,Illicit_Drugs_Cocaine,Used Past Year,3,5.117,12_17
53633,Iowa,2014,242812,Illicit_Drugs_Cocaine,Used Past Year,1,4.72,12_17
53634,Kansas,2014,237562,Illicit_Drugs_Cocaine,Used Past Year,1,6.119,12_17
53635,Kentucky,2014,339643,Illicit_Drugs_Cocaine,Used Past Year,2,5.622,12_17
53636,Louisiana,2014,367670,Illicit_Drugs_Cocaine,Used Past Year,2,4.41,12_17
53637,Maine,2014,92645,Illicit_Drugs_Cocaine,Used Past Year,1,6.546,12_17
53638,Maryland,2014,454564,Illicit_Drugs_Cocaine,Used Past Year,2,4.597,12_17
